,player_id,datetime,minutes,Lynge_CNN1D_DEF,Lynge_FCNN_DEF,Lynge_FCNN_Hard_Sigmoid_DEF,Lynge_RNN_DEF,baseline_DEF,xgboost_DEF
3684,915,2024-04-23,0,0,0,0,2,0.0,0.0
3685,915,2024-04-27,0,1,0,0,3,0.0,0.0
3686,915,2024-05-02,0,2,1,0,2,0.0,0.0
3687,915,2024-05-05,0,0,0,0,3,0.0,0.0
3688,915,2024-05-11,0,1,0,0,2,0.0,0.0
3689,915,2024-05-15,0,1,0,0,2,0.0,0.0
3690,915,2024-05-19,0,1,0,0,2,0.0,0.0
3691,921,2022-08-06,90,68,72,90,61,,81.97995
3692,921,2022-08-30,90,82,81,88,79,90.0,89.99997
3693,921,2022-09-03,90,83,79,74,79,90.0,89.99997
3694,921,2022-10-01,90,85,83,86,80,90.0,89.99997
3695,921,2022-10-08,0,85,80,90,79,90.0,89.99997
3696,921,2022-10-16,90,45,51,55,46,67.5,21.125393
3697,921,2022-10-19,0,70,64,79,64,67.5,81.97995
3698,921,2022-10-22,90,37,42,58,34,45.0,17.096724
3699,921,2022-10-29,90,57,52,49,53,45.0,81.97995
3700,921,2022-11-06,90,74,71,71,73,67.5,89.99997
3701,921,2022-11-12,83,71,67,71,73,67.5,89.99997
3702,921,2022-12-27,90,78,83,85,75,88.25,89.99997
3703,921,2023-01-01,90,81,78,81,79,88.25,89.99997
3704,921,2023-01-05,90,80,78,72,76,88.25,89.99997
3705,921,2023-01-12,90,78,77,79,80,88.25,89.99997
3706,921,2023-01-15,90,80,78,88,78,90.0,89.99997
3707,921,2023-01-21,90,82,81,80,79,90.0,89.99997
3708,921,2023-02-03,90,83,76,76,80,90.0,89.99997
3709,921,2023-02-11,90,84,82,90,79,90.0,89.99997
3710,921,2023-02-18,0,83,83,88,78,90.0,89.99997
3711,921,2023-02-26,18,46,50,59,46,67.5,21.125393
3712,921,2023-04-15,0,37,37,49,39,49.5,20.827839
3713,921,2023-04-26,90,20,26,36,22,27.0,3.104695
3714,921,2023-05-02,90,53,50,59,51,27.0,81.97995
3715,921,2023-05-06,90,67,68,70,69,49.5,89.99997
3716,921,2023-05-13,90,73,72,72,73,67.5,89.99997
3717,921,2023-05-21,90,77,74,81,76,90.0,89.99997
3718,921,2023-05-25,0,80,80,77,81,90.0,89.99997
3719,921,2023-05-28,90,44,46,52,47,67.5,21.125393
3720,921,2023-09-17,90,81,78,77,76,67.5,89.99997
3721,921,2023-09-24,90,79,77,83,78,67.5,89.99997
3722,921,2023-10-02,90,81,77,84,78,67.5,89.99997
3723,921,2023-10-07,90,81,79,84,80,90.0,89.99997
3724,921,2023-10-21,90,79,75,76,75,90.0,89.99997
3725,921,2023-10-28,90,78,73,79,78,90.0,89.99997
3726,921,2023-11-06,90,79,75,90,77,90.0,89.99997
3727,921,2023-11-12,90,77,83,84,78,90.0,89.99997
3728,921,2023-11-25,90,82,78,82,81,90.0,89.99997
3729,921,2023-12-03,90,77,62,67,77,90.0,89.99997
3730,921,2023-12-06,90,81,74,67,79,90.0,89.99997
3731,921,2023-12-10,0,79,73,69,77,90.0,89.99997
3732,921,2023-12-16,90,42,39,32,45,67.5,21.125393
3733,921,2023-12-24,90,69,68,66,65,67.5,81.97995
3734,921,2023-12-27,32,72,66,59,74,67.5,89.99997
3735,921,2023-12-30,90,48,44,45,50,53.0,57.68118
3736,921,2024-01-13,90,72,70,80,66,75.5,89.99997
3737,921,2024-01-31,90,76,72,85,75,75.5,89.99997
3738,921,2024-02-04,90,75,69,84,75,75.5,89.99997
3739,921,2024-02-12,60,84,80,88,81,90.0,89.99997
3740,921,2024-03-02,0,69,65,76,62,82.5,58.285873
3741,921,2024-03-11,0,41,39,30,39,60.0,7.1333666
3742,921,2024-03-30,0,22,30,35,24,37.5,0.684695
3743,921,2024-04-04,0,11,14,17,9,15.0,0.604695
3744,921,2024-04-07,90,0,0,0,3,0.0,0.0
3745,921,2024-04-15,90,58,55,55,58,22.5,81.89995
3746,921,2024-04-23,12,68,63,64,71,45.0,89.99997
3747,921,2024-04-27,89,42,38,44,46,48.0,27.070084
3748,921,2024-05-05,81,66,66,70,61,70.25,75.48448
3749,921,2024-05-11,90,75,75,80,74,68.0,80.97675
3750,921,2024-05-15,1,76,74,89,75,68.0,89.99997
3751,921,2024-05-19,90,45,50,49,45,65.25,18.013824
3752,979,2022-08-06,90,65,63,76,64,,70.423294
3753,979,2022-08-31,0,14,19,9,15,90.0,0.604695
3754,979,2022-09-03,10,1,0,0,3,45.0,0.0
3755,979,2022-10-01,90,11,7,17,12,33.333333333333336,6.549386
3756,979,2022-10-09,68,51,50,36,54,47.5,81.89995
3757,979,2022-10-29,0,56,53,53,56,42.0,66.39462
3758,979,2022-11-06,0,30,30,42,30,42.0,6.5286717
3759,979,2022-11-12,0,19,23,21,27,39.5,0.684695
3760,979,2022-12-26,90,11,15,22,13,17.0,0.604695
3761,979,2022-12-30,90,52,49,55,56,22.5,81.89995
3762,979,2023-01-02,45,64,64,66,64,45.0,89.99997
3763,979,2023-01-14,68,53,51,60,53,56.25,57.68118
3764,979,2023-01-21,0,61,65,74,59,73.25,57.054493
3765,979,2023-02-04,90,32,30,34,38,50.75,3.104695
3766,979,2023-02-13,90,56,52,56,51,50.75,81.97995
3767,979,2023-02-18,0,70,68,61,69,62.0,89.99997
3768,979,2023-02-25,90,35,37,44,38,45.0,20.520699
3769,979,2023-03-01,0,68,61,43,64,67.5,81.97995
3770,979,2023-03-05,0,36,37,49,35,45.0,17.096724
3771,979,2023-03-11,0,13,29,17,13,22.5,4.108671
3772,979,2023-04-01,0,17,23,8,15,22.5,0.604695
3773,979,2023-04-04,90,1,2,0,3,0.0,0.0
3774,979,2023-04-09,0,52,51,43,55,22.5,81.89995
3775,979,2023-04-17,0,24,18,23,21,22.5,16.49203
3776,979,2023-04-22,0,10,17,18,11,22.5,4.108671
3777,979,2023-04-26,90,15,14,7,14,22.5,0.604695
3778,979,2023-04-30,0,57,55,47,60,22.5,81.89995
3779,979,2023-05-03,0,22,15,5,25,22.5,16.49203
3780,979,2023-05-06,0,18,35,37,14,22.5,4.108671
3781,979,2023-05-15,0,18,30,25,16,22.5,0.604695
3782,979,2023-05-20,0,1,0,0,3,0.0,0.0
3783,979,2023-05-28,90,1,0,0,3,0.0,0.0
3784,979,2023-09-16,90,62,62,68,63,22.5,89.99997
3785,979,2023-09-24,90,71,71,77,74,45.0,89.99997
3786,979,2023-09-30,90,78,78,79,78,67.5,89.99997
3787,979,2023-10-08,72,78,71,69,78,90.0,89.99997
3788,979,2023-10-21,23,73,81,79,68,85.5,78.21242
3789,979,2023-10-29,0,50,54,65,50,68.75,43.968426
3790,979,2023-11-05,0,27,31,40,29,46.25,3.104695
3791,979,2023-11-12,90,14,21,24,16,23.75,0.684695
3792,979,2023-11-25,90,53,52,56,54,28.25,81.89995
3793,979,2023-12-03,68,63,58,59,68,45.0,89.99997
3794,1017,2023-09-16,0,2,-1,3,2,,0.0
3795,1017,2023-09-23,0,4,4,14,2,0.0,0.0
3796,1017,2023-09-30,34,2,3,0,2,0.0,0.0
3797,1017,2023-10-03,90,29,21,25,37,11.333333333333334,37.160477
3798,1017,2023-10-07,31,56,61,48,52,31.0,89.99997
3799,1017,2023-10-21,90,43,41,40,33,38.75,53.65251
3800,1017,2023-10-29,90,65,70,66,50,61.25,89.99997
3801,1017,2023-11-05,90,72,77,64,68,75.25,89.99997
3802,1017,2023-11-11,90,74,82,79,71,75.25,89.99997
3803,1017,2023-11-25,90,80,87,82,77,90.0,89.99997
3804,1017,2023-12-02,75,86,88,90,79,90.0,89.99997
3805,1017,2023-12-05,90,75,77,86,64,86.25,89.99997
3806,1017,2023-12-10,90,79,78,73,75,86.25,89.99997
3807,1017,2023-12-23,90,76,75,67,73,86.25,89.99997
3808,1017,2023-12-26,90,77,78,70,76,86.25,89.99997
3809,1017,2023-12-30,90,78,81,81,73,90.0,89.99997
3810,1017,2024-01-12,90,76,76,67,75,90.0,89.99997
3811,1017,2024-01-30,0,78,80,84,75,90.0,89.99997
3812,1017,2024-02-03,90,43,33,26,40,67.5,21.125393
3813,1017,2024-02-10,0,66,65,61,56,67.5,81.97995
3814,1017,2024-02-18,90,35,30,28,23,45.0,17.096724
3815,1017,2024-02-21,90,58,63,57,48,45.0,81.97995
3816,1017,2024-03-02,90,71,73,68,69,67.5,89.99997
3817,1017,2024-03-09,61,74,80,78,71,67.5,89.99997
3818,1017,2024-03-13,90,70,71,71,58,82.75,58.285873
3819,1017,2024-03-16,90,76,77,83,69,82.75,89.99997
3820,1017,2024-03-30,90,77,81,77,72,82.75,89.99997
3821,1017,2024-04-03,90,75,78,69,73,82.75,89.99997
3822,1017,2024-04-06,90,80,81,83,78,90.0,89.99997
3823,1017,2024-04-13,0,80,91,79,74,90.0,89.99997
3824,1017,2024-04-20,90,42,32,35,41,67.5,21.125393
3825,1017,2024-04-27,90,68,77,70,56,67.5,81.97995
3826,1017,2024-05-03,90,73,79,71,69,67.5,89.99997
3827,1017,2024-05-11,90,73,80,77,69,67.5,89.99997
3828,1017,2024-05-19,16,77,77,86,75,90.0,89.99997
3829,1019,2023-09-23,90,65,66,80,53,,81.97995
3830,1019,2023-09-30,55,71,80,88,63,90.0,89.99997
3831,1019,2023-10-03,90,62,63,47,56,72.5,57.68118
3832,1019,2023-10-07,80,73,75,82,66,78.33333333333333,89.99997
3833,1019,2023-10-21,90,72,75,77,65,78.75,85.97128
3834,1019,2023-10-29,90,76,75,73,75,78.75,89.99997
3835,1019,2023-11-05,90,77,79,72,73,87.5,89.99997
3836,1019,2023-11-11,90,79,84,84,77,87.5,89.99997
3837,1019,2023-11-25,90,81,81,64,77,90.0,89.99997
3838,1019,2023-12-02,45,81,89,84,75,90.0,89.99997
3839,1019,2023-12-05,0,63,67,76,52,78.75,58.285873
3840,1019,2023-12-10,89,37,28,26,28,56.25,7.1333666
3841,1019,2023-12-23,0,61,63,76,53,56.0,71.455795
3842,1019,2023-12-26,0,27,26,19,18,33.5,12.083659
3843,1019,2023-12-30,0,13,8,0,6,22.25,4.108671
3844,1019,2024-01-12,0,13,6,1,8,22.25,0.604695
3845,1019,2024-01-30,0,3,6,6,1,0.0,0.0
3846,1019,2024-02-03,0,2,1,0,2,0.0,0.0
3847,1019,2024-02-10,0,2,4,0,2,0.0,0.0
3848,1019,2024-02-18,0,4,6,0,1,0.0,0.0
3849,1019,2024-02-21,0,2,1,0,2,0.0,0.0
3850,1019,2024-03-02,0,3,6,0,2,0.0,0.0
3851,1019,2024-03-09,0,3,8,5,2,0.0,0.0
3852,1019,2024-03-13,0,2,4,0,2,0.0,0.0
3853,1019,2024-03-16,0,3,4,0,1,0.0,0.0
3854,1019,2024-03-30,0,3,4,0,2,0.0,0.0
3855,1019,2024-04-03,0,2,3,0,2,0.0,0.0
3856,1019,2024-04-06,0,3,7,0,2,0.0,0.0
3857,1019,2024-04-13,0,3,7,2,2,0.0,0.0
3858,1019,2024-04-20,0,2,3,0,2,0.0,0.0
3859,1019,2024-04-27,0,4,12,8,2,0.0,0.0
3860,1019,2024-05-03,0,2,5,0,2,0.0,0.0
3861,1019,2024-05-11,0,3,4,0,2,0.0,0.0
3862,1019,2024-05-19,0,2,4,0,2,0.0,0.0
3863,1024,2023-09-23,0,3,9,4,2,,0.0
3864,1024,2023-09-30,0,3,4,0,2,0.0,0.0
3865,1024,2023-10-03,0,3,4,0,2,0.0,0.0
3866,1024,2023-10-07,0,3,4,0,2,0.0,0.0
3867,1024,2023-10-21,0,2,3,0,2,0.0,0.0
3868,1024,2023-10-29,0,3,6,1,2,0.0,0.0
3869,1024,2023-11-05,0,2,6,0,2,0.0,0.0
3870,1024,2023-11-11,0,3,4,0,2,0.0,0.0
3871,1024,2023-11-25,0,2,5,0,2,0.0,0.0
3872,1024,2023-12-02,0,3,6,0,2,0.0,0.0
3873,1024,2023-12-05,0,3,5,0,2,0.0,0.0
3874,1024,2023-12-10,0,3,4,0,2,0.0,0.0
3875,1024,2023-12-23,0,2,5,0,2,0.0,0.0
3876,1024,2023-12-26,0,2,5,0,2,0.0,0.0
3877,1024,2023-12-30,0,3,4,0,1,0.0,0.0
3878,1024,2024-01-12,0,2,2,0,2,0.0,0.0
3879,1024,2024-01-30,0,3,6,6,1,0.0,0.0
3880,1024,2024-02-03,0,2,1,0,2,0.0,0.0
3881,1024,2024-02-10,0,2,4,0,2,0.0,0.0
3882,1024,2024-02-18,0,4,6,0,1,0.0,0.0
3883,1024,2024-02-21,0,2,1,0,2,0.0,0.0
3884,1024,2024-03-02,0,3,6,0,2,0.0,0.0
3885,1024,2024-03-09,0,3,8,5,2,0.0,0.0
3886,1024,2024-03-13,0,2,4,0,2,0.0,0.0
3887,1024,2024-03-16,0,3,4,0,1,0.0,0.0
3888,1024,2024-03-30,0,3,4,0,2,0.0,0.0
3889,1024,2024-04-03,0,2,3,0,2,0.0,0.0
3890,1024,2024-04-06,0,3,7,0,2,0.0,0.0
3891,1024,2024-04-13,0,3,7,2,2,0.0,0.0
3892,1024,2024-04-20,0,2,3,0,2,0.0,0.0
3893,1024,2024-04-27,0,4,12,8,2,0.0,0.0
3894,1024,2024-05-03,0,2,5,0,2,0.0,0.0
3895,1024,2024-05-11,0,3,4,0,2,0.0,0.0
3896,1024,2024-05-19,0,2,4,0,2,0.0,0.0
3897,1030,2024-03-02,37,3,6,0,2,,0.0
3898,1030,2024-03-09,28,30,34,32,38,37.0,37.160477
3899,1030,2024-03-13,67,32,33,32,22,32.5,33.49053
3900,1030,2024-03-16,0,49,57,56,41,44.0,52.42113
3901,1030,2024-03-30,45,26,21,20,20,33.0,3.104695
3902,1030,2024-04-03,90,40,35,32,38,35.0,37.24048
3903,1030,2024-04-06,61,61,65,68,57,50.5,89.99997
3904,1030,2024-04-13,90,56,58,49,49,49.0,53.65251
3905,1030,2024-04-20,19,70,70,63,63,71.5,89.99997
3906,1030,2024-04-27,65,49,57,58,43,65.0,33.2112
3907,1030,2024-05-03,0,55,51,36,49,58.75,57.054493
3908,1030,2024-05-11,0,30,26,23,24,43.5,3.104695
3909,1030,2024-05-19,90,13,9,5,7,21.0,0.08
3910,1040,2022-08-21,0,2,0,0,3,,0.0
3911,1040,2022-09-17,9,8,5,0,19,0.0,2.5
3912,1040,2022-10-02,49,16,16,24,15,4.5,6.629386
3913,1040,2022-10-08,20,39,39,43,46,19.333333333333332,37.160477
3914,1040,2022-10-16,0,31,18,36,25,19.5,18.614473
3915,1040,2022-10-22,0,15,19,13,16,19.5,2.5
3916,1040,2022-10-29,0,12,29,38,14,17.25,0.684695
3917,1040,2022-11-05,0,4,7,7,3,5.0,0.0
3918,1040,2022-11-12,0,3,7,12,2,0.0,0.0
3919,1040,2022-12-28,0,2,2,0,2,0.0,0.0
3920,1040,2022-12-31,0,2,2,1,2,0.0,0.0
3921,1040,2023-01-05,0,2,0,0,3,0.0,0.0
3922,1040,2023-01-14,0,2,0,0,3,0.0,0.0
3923,1040,2023-01-19,0,2,2,0,3,0.0,0.0
3924,1040,2023-01-22,0,2,3,1,3,0.0,0.0
3925,1040,2023-02-05,0,2,0,0,3,0.0,0.0
3926,1040,2023-02-12,0,2,1,0,3,0.0,0.0
3927,1040,2023-02-15,0,2,1,1,3,0.0,0.0
3928,1040,2023-02-18,0,1,1,1,3,0.0,0.0
3929,1040,2023-02-25,35,2,3,3,2,0.0,0.0
3930,1040,2023-03-04,0,29,22,30,40,8.75,37.160477
3931,1040,2023-03-11,0,10,6,0,19,8.75,2.5
3932,1040,2023-04-01,0,6,3,0,11,8.75,0.08
3933,1040,2023-04-08,9,5,8,9,5,8.75,0.604695
3934,1040,2023-04-15,16,11,8,18,11,2.25,6.549386
3935,1040,2023-04-26,0,19,18,23,17,6.25,16.114475
3936,1040,2023-04-30,0,7,7,19,15,6.25,2.5
3937,1040,2023-05-03,0,5,7,4,3,6.25,0.08
3938,1040,2023-05-06,0,3,2,1,3,4.0,0.0
3939,1040,2023-05-14,1,2,1,0,2,0.0,0.0
3940,1040,2023-05-21,77,3,1,1,3,0.25,0.91709995
3941,1040,2023-05-24,6,47,40,39,52,19.5,69.31689
3942,1040,2023-05-28,90,28,28,36,22,21.0,15.796064
3943,1040,2023-09-16,1,20,19,19,30,43.5,16.114475
3944,1040,2023-09-23,0,9,11,19,20,43.5,0.91709995
3945,1040,2023-09-30,0,6,11,8,4,24.25,0.08
3946,1040,2023-10-08,0,5,16,17,3,22.75,0.08
3947,1040,2023-10-21,0,2,3,6,3,0.25,0.0
3948,1040,2023-10-29,0,2,0,0,2,0.0,0.0
3949,1040,2023-11-25,0,1,0,0,3,0.0,0.0
3950,1040,2023-12-03,0,3,1,0,3,0.0,0.0
3951,1040,2023-12-06,0,2,2,0,3,0.0,0.0
3952,1040,2023-12-10,0,2,3,1,3,0.0,0.0
3953,1040,2023-12-16,0,3,4,4,2,0.0,0.0
3954,1040,2023-12-27,0,2,4,0,2,0.0,0.0
3955,1040,2023-12-30,0,2,3,0,2,0.0,0.0
3956,1040,2024-01-13,0,2,0,0,2,0.0,0.0
3957,1040,2024-01-31,3,1,2,0,3,0.0,0.0
3958,1040,2024-02-05,0,5,9,14,3,0.75,0.91709995
3959,1040,2024-02-10,0,2,1,0,2,0.75,0.0
3960,1040,2024-02-17,0,2,0,0,2,0.75,0.08
3961,1040,2024-02-20,0,2,3,0,3,0.75,0.0
3962,1040,2024-02-24,0,2,3,0,2,0.0,0.0
3963,1040,2024-03-03,0,2,3,0,2,0.0,0.0
3964,1040,2024-03-10,0,2,2,3,3,0.0,0.0
3965,1040,2024-03-31,0,2,0,0,3,0.0,0.0
3966,1040,2024-04-03,10,2,1,0,3,0.0,0.0
3967,1040,2024-04-06,0,10,12,15,13,2.5,6.549386
3968,1040,2024-04-13,9,3,2,0,10,2.5,0.0
3969,1040,2024-04-25,11,12,15,21,9,4.75,6.629386
3970,1040,2024-04-28,0,14,12,8,9,7.5,6.549386
3971,1040,2024-05-04,0,7,10,5,3,5.0,0.08
3972,1040,2024-05-11,0,4,7,0,2,5.0,0.08
3973,1040,2024-05-14,0,4,2,0,2,2.75,0.0
3974,1040,2024-05-19,0,1,0,0,3,0.0,0.0
3975,1047,2023-09-16,0,1,2,0,3,,0.0
3976,1047,2023-09-23,0,3,2,5,2,0.0,0.0
3977,1047,2023-09-30,0,2,0,0,2,0.0,0.0
3978,1047,2023-10-07,0,2,1,0,2,0.0,0.0
3979,1047,2023-10-21,0,2,5,1,2,0.0,0.0
3980,1047,2023-10-29,0,3,1,0,2,0.0,0.0
3981,1047,2023-11-04,0,1,3,0,3,0.0,0.0
3982,1047,2023-11-11,0,2,6,0,2,0.0,0.0
3983,1047,2023-11-26,0,2,1,0,2,0.0,0.0
3984,1047,2023-12-02,0,2,1,0,2,0.0,0.0
3985,1047,2023-12-06,0,2,0,0,2,0.0,0.0
3986,1047,2023-12-09,0,1,2,0,3,0.0,0.0
3987,1047,2023-12-17,0,3,4,4,2,0.0,0.0
3988,1047,2023-12-23,0,2,4,2,3,0.0,0.0
3989,1047,2023-12-26,0,3,5,6,2,0.0,0.0
3990,1047,2023-12-30,0,2,5,2,2,0.0,0.0
3991,1047,2024-01-14,0,3,3,0,2,0.0,0.0
3992,1047,2024-02-01,0,2,2,0,3,0.0,0.0
3993,1047,2024-02-04,0,3,1,0,2,0.0,0.0
3994,1047,2024-02-11,0,2,0,0,3,0.0,0.0
3995,1047,2024-02-18,0,1,0,0,2,0.0,0.0
3996,1047,2024-02-24,0,3,2,0,2,0.0,0.0
3997,1047,2024-03-03,0,2,1,0,2,0.0,0.0
3998,1047,2024-03-09,0,2,2,0,3,0.0,0.0
3999,1047,2024-03-30,0,2,2,0,2,0.0,0.0
4000,1047,2024-04-04,0,2,0,0,2,0.0,0.0
4001,1047,2024-04-07,0,2,4,1,3,0.0,0.0
4002,1047,2024-04-13,0,1,2,0,3,0.0,0.0
4003,1047,2024-04-24,0,2,3,0,2,0.0,0.0
4004,1047,2024-04-27,0,2,1,0,2,0.0,0.0
4005,1047,2024-05-06,0,2,0,0,2,0.0,0.0
4006,1047,2024-05-12,0,2,1,0,2,0.0,0.0
4007,1047,2024-05-15,0,2,1,0,3,0.0,0.0
4008,1047,2024-05-19,0,2,1,0,2,0.0,0.0
4009,1077,2022-08-05,0,3,6,10,2,,0.0
4010,1077,2022-08-31,0,2,0,0,2,0.0,0.0
4011,1077,2022-09-04,0,2,0,0,2,0.0,0.0
4012,1077,2022-09-18,0,2,2,0,2,0.0,0.0
4013,1077,2022-10-01,0,3,2,0,2,0.0,0.0
4014,1077,2022-10-09,0,2,1,0,2,0.0,0.0
4015,1077,2022-10-16,0,2,2,0,3,0.0,0.0
4016,1077,2022-10-23,0,2,2,0,2,0.0,0.0
4017,1077,2022-10-30,0,2,1,0,2,0.0,0.0
4018,1077,2022-11-06,0,3,3,0,2,0.0,0.0
4019,1077,2022-11-12,0,1,0,0,3,0.0,0.0
4020,1077,2022-12-26,0,3,3,0,2,0.0,0.0
4021,1077,2022-12-31,0,1,1,0,2,0.0,0.0
4022,1077,2023-01-03,0,2,0,0,2,0.0,0.0
4023,1077,2023-01-15,0,2,0,0,2,0.0,0.0
4024,1077,2023-01-22,0,2,1,0,2,0.0,0.0
4025,1077,2023-02-04,0,2,2,0,3,0.0,0.0
4026,1077,2023-02-11,0,2,2,0,2,0.0,0.0
4027,1077,2023-02-15,0,3,1,0,2,0.0,0.0
4028,1077,2023-02-18,0,2,2,0,3,0.0,0.0
4029,1077,2023-02-25,0,3,5,6,2,0.0,0.0
4030,1077,2023-03-01,0,1,1,0,2,0.0,0.0
4031,1077,2023-03-04,0,2,2,0,2,0.0,0.0
4032,1077,2023-03-12,0,2,1,0,2,0.0,0.0
4033,1077,2023-03-19,0,2,0,0,2,0.0,0.0
4034,1077,2023-04-01,0,2,0,0,2,0.0,0.0
4035,1077,2023-04-09,0,3,0,0,2,0.0,0.0
4036,1077,2023-04-16,0,1,0,0,3,0.0,0.0
4037,1077,2023-04-21,0,2,3,0,2,0.0,0.0
4038,1077,2023-04-26,0,3,3,0,2,0.0,0.0
4039,1077,2023-05-02,0,2,4,0,3,0.0,0.0
4040,1077,2023-05-07,0,2,3,0,3,0.0,0.0
4041,1077,2023-05-14,0,2,1,0,2,0.0,0.0
4042,1077,2023-05-20,0,2,4,0,2,0.0,0.0
4043,1077,2023-05-28,0,3,3,2,2,0.0,0.0
4044,1077,2023-09-18,37,18,14,22,33,0.0,16.114475
4045,1077,2023-09-23,38,33,24,27,31,9.25,39.660477
4046,1077,2023-10-01,0,35,34,34,37,18.75,39.660477
4047,1077,2023-10-07,0,17,12,12,14,18.75,2.5
4048,1077,2023-10-21,0,10,6,11,9,18.75,0.684695
4049,1077,2023-10-29,0,8,6,0,3,9.5,0.604695
4050,1077,2023-11-05,0,1,4,0,2,0.0,0.0
4051,1077,2023-11-12,0,2,5,0,2,0.0,0.0
4052,1077,2023-11-25,0,1,3,0,2,0.0,0.0
4053,1077,2023-12-02,0,3,4,3,2,0.0,0.0
4054,1077,2023-12-06,0,2,0,0,2,0.0,0.0
4055,1077,2023-12-09,0,3,4,0,2,0.0,0.0
4056,1077,2023-12-15,0,3,4,3,2,0.0,0.0
4057,1077,2023-12-23,0,1,2,0,2,0.0,0.0
4058,1077,2023-12-26,0,3,7,1,2,0.0,0.0
4059,1077,2023-12-30,0,1,1,0,2,0.0,0.0
4060,1077,2024-01-20,90,2,0,0,2,0.0,0.0
4061,1077,2024-01-30,0,50,53,48,51,22.5,81.89995
4062,1077,2024-02-04,90,21,18,16,20,22.5,16.49203
4063,1077,2024-02-10,90,58,59,62,47,45.0,81.97995
4064,1077,2024-02-17,90,68,70,67,66,67.5,89.99997
4065,1077,2024-02-24,0,71,74,80,70,67.5,89.99997
4066,1077,2024-03-02,0,42,43,52,43,67.5,21.125393
4067,1077,2024-03-10,0,24,25,29,25,45.0,4.713367
4068,1077,2024-03-16,0,15,9,15,12,22.5,0.604695
4069,1077,2024-03-30,0,3,6,7,2,0.0,0.0
4070,1077,2024-04-02,0,2,1,0,2,0.0,0.0
4071,1077,2024-04-07,0,3,3,0,2,0.0,0.0
4072,1077,2024-04-13,1,2,4,0,2,0.0,0.0
4073,1077,2024-04-21,0,6,9,8,3,0.25,0.91709995
4074,1077,2024-04-28,0,3,4,0,2,0.25,0.0
4075,1077,2024-05-04,0,1,2,0,3,0.25,0.08
4076,1077,2024-05-11,0,4,10,10,2,0.25,0.0
4077,1077,2024-05-19,0,0,2,0,2,0.0,0.0
4078,1083,2022-08-06,0,3,6,10,2,,0.0
4079,1083,2022-08-31,0,3,5,0,2,0.0,0.0
4080,1083,2022-09-03,0,3,6,1,2,0.0,0.0
4081,1083,2022-09-16,0,3,12,13,2,0.0,0.0
4082,1083,2022-10-03,0,2,4,0,2,0.0,0.0
4083,1083,2022-10-10,0,3,3,0,2,0.0,0.0
4084,1083,2022-10-15,0,3,5,0,2,0.0,0.0
4085,1083,2022-10-18,0,2,2,0,2,0.0,0.0
4086,1083,2022-10-22,0,4,5,2,2,0.0,0.0
4087,1083,2022-10-30,0,1,2,0,2,0.0,0.0
4088,1083,2022-11-05,0,3,11,7,2,0.0,0.0
4089,1083,2022-11-12,0,3,8,9,2,0.0,0.0
4090,1083,2022-12-27,0,2,2,0,2,0.0,0.0
4091,1083,2023-01-01,0,3,3,0,2,0.0,0.0
4092,1083,2023-01-04,0,2,6,2,2,0.0,0.0
4093,1083,2023-01-14,0,3,6,0,2,0.0,0.0
4094,1083,2023-01-21,0,2,2,0,2,0.0,0.0
4095,1083,2023-02-05,0,3,4,3,2,0.0,0.0
4096,1083,2023-02-11,0,2,2,0,2,0.0,0.0
4097,1083,2023-02-18,0,3,4,0,2,0.0,0.0
4098,1083,2023-02-25,0,2,3,0,2,0.0,0.0
4099,1083,2023-03-05,0,3,9,8,2,0.0,0.0
4100,1083,2023-03-11,0,3,6,0,2,0.0,0.0
4101,1083,2023-03-17,0,3,3,0,2,0.0,0.0
4102,1083,2023-04-01,0,3,5,0,2,0.0,0.0
4103,1083,2023-04-04,0,2,2,0,2,0.0,0.0
4104,1083,2023-04-08,0,3,3,0,2,0.0,0.0
4105,1083,2023-04-16,0,3,3,0,2,0.0,0.0
4106,1083,2023-04-22,0,3,4,0,2,0.0,0.0
4107,1083,2023-04-26,0,2,5,0,2,0.0,0.0
4108,1083,2023-04-29,0,3,7,2,2,0.0,0.0
4109,1083,2023-05-08,0,2,3,0,2,0.0,0.0
4110,1083,2023-05-13,0,4,3,0,2,0.0,0.0
4111,1083,2023-05-20,0,2,3,0,2,0.0,0.0
4112,1083,2023-05-28,0,3,4,0,2,0.0,0.0
4113,1083,2023-09-18,0,2,3,0,2,0.0,0.0
4114,1083,2023-09-23,0,3,3,0,2,0.0,0.0
4115,1083,2023-10-01,0,2,3,0,3,0.0,0.0
4116,1083,2023-10-07,0,3,7,10,2,0.0,0.0
4117,1083,2023-10-21,0,1,2,0,2,0.0,0.0
4118,1083,2023-10-29,0,3,6,4,1,0.0,0.0
4119,1083,2023-11-05,0,1,4,0,2,0.0,0.0
4120,1083,2023-11-12,0,2,5,0,2,0.0,0.0
4121,1083,2023-11-25,0,1,3,0,2,0.0,0.0
4122,1083,2023-12-02,0,3,4,3,2,0.0,0.0
4123,1083,2023-12-06,0,2,0,0,2,0.0,0.0
4124,1083,2023-12-09,0,3,4,0,2,0.0,0.0
4125,1083,2023-12-15,0,3,4,3,2,0.0,0.0
4126,1083,2023-12-23,0,1,2,0,2,0.0,0.0
4127,1083,2023-12-26,0,3,7,1,2,0.0,0.0
4128,1083,2023-12-30,0,1,1,0,2,0.0,0.0
4129,1083,2024-01-20,0,2,0,0,2,0.0,0.0
